waste_processor_id,authority,authority_id,period,period_id,waste_stream_type_id,waste_stream_type,facility_type_id,facility_type,national_facility_id,facility_name,facility_postCode,total_tonnes,tonnes_by_material,material_group,material_id,material
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",148.95,106.34,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",20.14,20.14,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",23.96,23.96,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,91.42,27.45,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,198.13,84.04,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,148.95,106.34,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,20.14,20.14,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,23.96,23.96,"Paper & Card",8,Card
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",35327,"DS Smith Paper Ltd","ME10 2TD",117.04,117.04,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",101.36,101.36,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",91.42,63.97,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",198.13,114.09,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",148.95,42.61,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",36.45,36.45,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,101.36,101.36,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,91.42,63.97,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,198.13,114.09,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,148.95,42.61,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,36.45,36.45,"Paper & Card",10,"Mixed paper &  card"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",210,"AMG Resources Ltd","SA15 2HD",25,25,"Metal",11,"Steel cans"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",35929,"Enablelink Ltd","WV14 8JN",8.52,8.52,"Metal",11,"Steel cans"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",41447,"GLJ RECYCLING LIMITED","NP11 7NL",27.17,27.17,"Metal",11,"Steel cans"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,30.03,30.03,"Metal",12,"Aluminium cans"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",39612,"Multiple destinations",Multiple,23.78,23.78,"Other Materials",33,"Other materials"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",3267,"Veolia E S Cleanaway ( U K ) Ltd","RM13 9DA",155.21,155.21,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",4,"Incineration with energy recovery",40925,"Drumcastle Limited","TW19 6A",6.707,6.707,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",22.98,22.98,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",20410,"Closed Loop London Ltd","RM9 6LF",48.03,48.03,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31082,"Sonoco Cores And Paper Ltd","HX4 9PY",0.54,0.54,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",40797,"Clean Tech Europe Limited","DN21 5TU",25.78,25.78,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",41777,"Biffa G S Environmental Limited","WS9 8YH",16.08,16.08,"Plastic",34,"Mixed Plastic Bottles"
6265392,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",41821,"Plasgran Limited","CV31 3SS",11.31,11.31,"Plastic",34,"Mixed Plastic Bottles"
6265393,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",18,"Exporter - recycling (qu19)",40688,"Day Group Limited","SE7 7SH",553.38,553.38,"Glass",6,"Mixed glass"
6265393,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,553.38,553.38,"Glass",6,"Mixed glass"
6265394,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",21202,"British Heart Foundation","KT10 0BF",2.17,2.17,"Paper & Card",9,Books
6265395,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39667,"AO Recycling","TF7 4ER",3.32,3.32,"WEEE",52,"WEEE - Fridges & Freezers"
6265396,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",37337,"Computer Salvage Specialists ( Special Waste) Limited","RG19 4ND",0.06,0.06,"WEEE",50,"WEEE - TVs & Monitors"
6265397,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",79.31,79.31,"Textiles",15,"Textiles & footwear"
6265398,"Fareham Borough Council",8,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",2.11,2.11,"Textiles",15,"Textiles & footwear"
6265474,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",1.51,1.51,"Textiles",15,"Textiles & footwear"
6265475,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",95.02,95.02,"Textiles",15,"Textiles & footwear"
6265476,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39667,"AO Recycling","TF7 4ER",3.64,3.64,"WEEE",52,"WEEE - Fridges & Freezers"
6265477,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",21202,"British Heart Foundation","KT10 0BF",2.7,2.7,"Paper & Card",9,Books
6265478,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",18,"Exporter - recycling (qu19)",40688,"Day Group Limited","SE7 7SH",562.8,562.8,"Glass",6,"Mixed glass"
6265478,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,562.8,562.8,"Glass",6,"Mixed glass"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",8,"Materials recovery facility",3478,"Veolia E S Hampshire Ltd","PO3 5QH",1471.14,0,"",0,
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",6,"RDF, autoclave, MHT or similar",40925,"Drumcastle Limited","TW19 6A",367.56,0,"",0,
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",4,"Incineration with energy recovery",22019,"Castle Cement Limited ","PE9 3SX",367.56,0,"",0,
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,150.61,150.61,"Paper & Card",7,Paper
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",37.77,37.77,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",51.65,51.65,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",258.02,32.89,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",24.38,24.38,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",52.7,20.35,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",52.6,52.6,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",53.33,53.33,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,37.77,37.77,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,51.65,51.65,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,258.02,32.89,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,24.38,24.38,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,52.7,20.35,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,52.6,52.6,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,53.33,53.33,"Paper & Card",8,Card
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",162.29,162.29,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",258.02,225.13,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",52.7,32.35,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",24.19,24.19,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,162.29,162.29,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,258.02,225.13,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,52.7,32.35,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,24.19,24.19,"Paper & Card",10,"Mixed paper &  card"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",210,"AMG Resources Ltd","SA15 2HD",18.32,18.32,"Metal",11,"Steel cans"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",35929,"Enablelink Ltd","WV14 8JN",24.73,24.73,"Metal",11,"Steel cans"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",41447,"GLJ RECYCLING LIMITED","NP11 7NL",3.99,3.99,"Metal",11,"Steel cans"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,34.1,34.1,"Metal",12,"Aluminium cans"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",39612,"Multiple destinations",Multiple,25.217,25.217,"Other Materials",33,"Other materials"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",3267,"Veolia E S Cleanaway ( U K ) Ltd","RM13 9DA",154.89,154.89,"Plastic",34,"Mixed Plastic Bottles"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",4,"Incineration with energy recovery",40925,"Drumcastle Limited","TW19 6A",7.112,7.112,"Plastic",34,"Mixed Plastic Bottles"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",21.15,21.15,"Plastic",34,"Mixed Plastic Bottles"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",20410,"Closed Loop London Ltd","RM9 6LF",38.52,38.52,"Plastic",34,"Mixed Plastic Bottles"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",40797,"Clean Tech Europe Limited","DN21 5TU",58.08,58.08,"Plastic",34,"Mixed Plastic Bottles"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",40915,"Plasgran Ltd","PE15 0PE",1.56,1.56,"Plastic",34,"Mixed Plastic Bottles"
6265479,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",41777,"Biffa G S Environmental Limited","WS9 8YH",3.25,3.25,"Plastic",34,"Mixed Plastic Bottles"
6265480,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,4,"Green waste",13,"Windrow or other composting",5328,"Veolia E S Hampshire Ltd","SO20 6BU",25.12,25.12,"Organic",42,"Green garden waste only"
6265481,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,4,"Green waste",13,"Windrow or other composting",9518,"Veolia E S Hampshire Ltd","RG25 2NS",1710.31,1710.31,"Organic",42,"Green garden waste only"
6265482,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,4,"Green waste",13,"Windrow or other composting",37469,"Fieldfare U K Limited","PO11 0QW",49.01,49.01,"Organic",42,"Green garden waste only"
6265483,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,5,"Residual waste",28,"Material From WDA",23975,"Veolia ES Landfill Limited","RM13 9DA",231.91,0,"",0,
6265483,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,5,"Residual waste",16,"Reprocessor - recycling (qu19)",23975,"Veolia ES Landfill Limited","RM13 9DA",0.03,0.03,"Metal",25,"Other Scrap metal"
6265483,"Fareham Borough Council",8,"Jul 24 - Sep 24",401,5,"Residual waste",16,"Reprocessor - recycling (qu19)",23975,"Veolia ES Landfill Limited","RM13 9DA",231.88,231.88,"Other Materials",33,"Other materials"
6265484,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",1.92,1.92,"Textiles",15,"Textiles & footwear"
6265485,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," ",72.44,72.44,"Textiles",15,"Textiles & footwear"
6265486,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",37337,"Computer Salvage Specialists ( Special Waste) Limited","RG19 4ND",0.04,0.04,"WEEE",50,"WEEE - TVs & Monitors"
6265487,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",39667,"AO Recycling","TF7 4ER",2.88,2.88,"WEEE",52,"WEEE - Fridges & Freezers"
6265488,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",17,"Reuse (qu35)",21202,"British Heart Foundation","KT10 0BF",5.08,5.08,"Paper & Card",9,Books
6265489,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",18,"Exporter - recycling (qu19)",40688,"Day Group Limited","SE7 7SH",554.7,554.7,"Glass",6,"Mixed glass"
6265489,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,554.7,554.7,"Glass",6,"Mixed glass"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",8,"Materials recovery facility",3478,"Veolia E S Hampshire Ltd","PO3 5QH",1520.88,0,"",0,
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",2,"Non-hazardous landfill",21396,"Veolia ES Landfill Ltd","BH24 3QE",2.9,0,"",0,
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",6,"RDF, autoclave, MHT or similar",40925,"Drumcastle Limited","TW19 6A",377.58,0,"",0,
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",4,"Incineration with energy recovery",22019,"Castle Cement Limited ","PE9 3SX",377.58,0,"",0,
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,131.74,131.74,"Paper & Card",7,Paper
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",27389,"Palm Paper Limited","PE34 3AL",11.71,11.71,"Paper & Card",7,Paper
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",11.6,11.6,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",14.33,14.33,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",192.18,57.71,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",17.74,17.74,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",44.84,44.84,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",49.03,49.03,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",20.35,20.35,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",20.31,20.31,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt," ",20.34,20.34,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,11.6,11.6,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,14.33,14.33,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,192.18,57.71,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,17.74,17.74,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,44.84,44.84,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,49.03,49.03,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,20.35,20.35,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,20.31,20.31,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,20.34,20.34,"Paper & Card",8,Card
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",35327,"DS Smith Paper Ltd","ME10 2TD",125.71,125.71,"Paper & Card",10,"Mixed paper &  card"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",245.81,245.81,"Paper & Card",10,"Mixed paper &  card"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",3476,"Veolia E S Hampshire Ltd","SO21 2EA",192.18,134.47,"Paper & Card",10,"Mixed paper &  card"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,245.81,245.81,"Paper & Card",10,"Mixed paper &  card"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,192.18,134.47,"Paper & Card",10,"Mixed paper &  card"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",210,"AMG Resources Ltd","SA15 2HD",53.16,53.16,"Metal",11,"Steel cans"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,13.77,13.77,"Metal",12,"Aluminium cans"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31125,"Novelis UK Ltd","WA4 1NN",16.52,16.52,"Metal",12,"Aluminium cans"
6265490,"Fareham Borough Council",8,"Oct 24 - Dec 24",405,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",39612,"Multiple destinations",Multiple,24.999,24.999,"Other Materials",33,"Other materials"
